"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","11","3","0","0","15","0","0","15","0","0"
"11","11","4","0","0","15.1","0","0","15.1","0","0"
"11","11","5","0","0","15.2","0","0","15.2","0","0"
"11","11","6","3","4","15.4","0","4.376","11.75","22.695","0"
"11","11","7","46","53","16","0","70.255","15.297","362.916","325.369"
"11","11","8","118","106","16.9","1","177.691","20.748","910.196","860.648"
"11","11","9","193","147","18","1","299.289","26.275","1507.862","1443.087"
"11","11","10","251","173","18.7","3.1","392.5","27.169","1976.221","1897.967"
"11","11","11","275","184","19.4","5.2","433.907","27.069","2187.93","2103.137"
"11","11","12","259","177","20","8.4","406.328","25.305","2064.652","1983.701"
"11","11","13","207","153","19.7","9.4","320.272","23.441","1636.766","1568.417"
"11","11","14","133","115","19","8.4","199.542","21.22","1022.169","969.937"
"11","11","15","59","64","17.8","7.3","92.794","18.432","474.694","434.847"
"11","11","16","7","10","17.1","6.3","11","16.26","56.117","24.487"
"11","11","17","0","0","16.3","4.2","0","16.3","0","0"
"11","11","18","0","0","15.6","2.1","0","15.6","0","0"
"11","11","19","0","0","15.2","1","0","15.2","0","0"
"11","11","20","0","0","15","0","0","15","0","0"
"11","11","21","0","0","15","0","0","15","0","0"
"11","11","22","0","0","14.7","0","0","14.7","0","0"
"11","11","23","0","0","14.4","1","0","14.4","0","0"
"11","12","0","0","0","14","2.1","0","14","0","0"
"11","12","1","0","0","13.7","2.1","0","13.7","0","0"
"11","12","2","0","0","13.3","1","0","13.3","0","0"
"11","12","3","0","0","13","0","0","13","0","0"
"11","12","4","0","0","13.1","0","0","13.1","0","0"
"11","12","5","0","0","13.4","0","0","13.4","0","0"
"11","12","6","7","2","14","0","3.231","10.271","15.205","0"
"11","12","7","112","24","14.8","0","70.474","14.022","348.601","311.343"
"11","12","8","264","49","15.9","1","201.236","20.5","1015.072","963.013"
"11","12","9","410","68","17.2","2.1","367.579","25.832","1845.848","1771.482"
"11","12","10","517","81","18","3.1","505.809","29.276","2515.742","2420.275"
"11","12","11","561","85","18.7","4.2","565.456","30.412","2801.867","2696.541"
"11","12","12","532","82","19.2","5.2","524.94","28.866","2617.559","2518.642"
"11","12","13","436","71","19.2","5.2","398.861","26.404","2001.419","1922.401"
"11","12","14","296","53","18.8","5.2","237.487","22.72","1192.945","1136.469"
"11","12","15","142","30","18","5.2","93.306","18.891","457.158","417.678"
"11","12","16","19","5","17.2","5.2","9.815","16.245","45.812","14.371"
"11","12","17","0","0","16.2","4.2","0","16.2","0","0"
"11","12","18","0","0","15","3.1","0","15","0","0"
"11","12","19","0","0","14.3","2.1","0","14.3","0","0"
"11","12","20","0","0","13.8","1","0","13.8","0","0"
"11","12","21","0","0","13.4","0","0","13.4","0","0"
"11","12","22","0","0","13.1","0","0","13.1","0","0"
"11","12","23","0","0","13","0","0","13","0","0"
"11","13","0","0","0","13","0","0","13","0","0"
"11","13","1","0","0","13","0","0","13","0","0"
"11","13","2","0","0","13","0","0","13","0","0"
"11","13","3","0","0","13","0","0","13","0","0"
"11","13","4","0","0","12.9","0","0","12.9","0","0"
"11","13","5","0","0","12.8","0","0","12.8","0","0"
"11","13","6","6","2","12.6","0","3.045","8.792","14.635","0"
"11","13","7","107","23","13.5","1","67.381","13.251","334.276","297.307"
"11","13","8","254","47","15","3.1","192.942","18.137","983.296","932.004"
"11","13","9","395","66","17","5.2","353.993","22.804","1802.598","1729.499"
"11","13","10","499","78","17.9","6.3","486.93","25.554","2464.695","2370.935"
"11","13","11","542","83","18.5","7.3","546.282","26.547","2757.012","2653.265"
"11","13","12","514","80","18.8","8.4","507.192","25.635","2567.874","2470.649"
"11","13","13","421","69","18.8","8.4","385.075","23.846","1955.3","1877.677"
"11","13","14","285","51","18.6","8.4","228.402","21.285","1154.615","1099.107"
"11","13","15","136","28","18","8.4","88.399","18.53","433.323","394.337"
"11","13","16","17","4","17.2","7.3","8.216","16.382","37.964","6.666"
"11","13","17","0","0","16.2","5.2","0","16.2","0","0"
"11","13","18","0","0","15","2.1","0","15","0","0"
"11","13","19","0","0","14.4","1","0","14.4","0","0"
"11","13","20","0","0","14.1","1","0","14.1","0","0"
"11","13","21","0","0","14","1","0","14","0","0"
"11","13","22","0","0","13.4","1","0","13.4","0","0"
"11","13","23","0","0","12.8","1","0","12.8","0","0"
"11","14","0","0","0","12","2.1","0","12","0","0"
"11","14","1","0","0","11.7","2.1","0","11.7","0","0"
"11","14","2","0","0","11.7","1","0","11.7","0","0"
"11","14","3","0","0","11.8","0","0","11.8","0","0"
"11","14","4","0","0","12","0","0","12","0","0"
"11","14","5","0","0","12.4","0","0","12.4","0","0"
"11","14","6","1","4","13","0","4.063","9.235","21.93","0"
"11","14","7","23","58","13.8","0","69.53","12.939","368.807","331.142"
"11","14","8","69","120","14.8","0","162.187","19.541","839.973","792.069"
"11","14","9","123","168","16","0","267.133","25.938","1350.332","1289.786"
"11","14","10","166","199","16.8","0","345.919","30.529","1715.018","1644.449"
"11","14","11","184","212","17.4","0","380.968","32.96","1868.055","1793.034"
"11","14","12","172","204","18","0","358.248","33.016","1755.315","1683.588"
"11","14","13","134","176","18","1","286.504","26.756","1443.649","1380.617"
"11","14","14","81","131","17.7","2.1","182.635","21.717","937.555","887.359"
"11","14","15","31","72","17","3.1","88.213","17.942","457.936","418.439"
"11","14","16","3","10","16.5","3.1","10.084","15.297","52.81","21.24"
"11","14","17","0","0","16","2.1","0","16","0","0"
"11","14","18","0","0","15.4","0","0","15.4","0","0"
"11","14","19","0","0","15.4","1","0","15.4","0","0"
"11","14","20","0","0","15.6","2.1","0","15.6","0","0"
"11","14","21","0","0","16","5.2","0","16","0","0"
"11","14","22","0","0","16.3","6.3","0","16.3","0","0"
"11","14","23","0","0","16.6","6.3","0","16.6","0","0"
"11","15","0","0","0","17","6.3","0","17","0","0"
"11","15","1","0","0","17.1","6.3","0","17.1","0","0"
"11","15","2","0","0","17.1","6.3","0","17.1","0","0"
"11","15","3","0","0","17","5.2","0","17","0","0"
"11","15","4","0","0","16.8","4.2","0","16.8","0","0"
"11","15","5","0","0","16.4","4.2","0","16.4","0","0"
"11","15","6","0","1","16","3.1","0.97","14.359","5.198","0"
"11","15","7","0","18","16.4","3.1","17.044","15.135","91.027","58.753"
"11","15","8","0","43","17.2","4.2","40.786","16.648","216.353","181.705"
"11","15","9","1","66","18.4","6.3","63.347","18.414","333.282","296.332"
"11","15","10","6","78","18.6","6.3","78.682","18.908","412.925","374.359"
"11","15","11","8","83","18.4","5.2","85.27","18.892","447.549","408.268"
"11","15","12","7","80","18","4.2","81.438","18.483","428.215","389.334"
"11","15","13","2","69","18.1","3.1","66.919","18.287","352.238","314.907"
"11","15","14","0","49","18.4","2.1","46.494","18.022","245.096","209.89"
"11","15","15","0","23","18.8","1","21.787","17.427","115.161","82.438"
"11","15","16","0","3","18.5","0","2.835","15.107","15.141","0"
"11","15","17","0","0","17.9","0","0","17.9","0","0"
"11","15","18","0","0","17","0","0","17","0","0"
"11","15","19","0","0","16.8","0","0","16.8","0","0"
"11","15","20","0","0","16.7","0","0","16.7","0","0"
"11","15","21","0","0","16.8","0","0","16.8","0","0"
"11","15","22","0","0","16.8","0","0","16.8","0","0"
"11","15","23","0","0","16.9","1","0","16.9","0","0"
"11","16","0","0","0","17","2.1","0","17","0","0"
"11","16","1","0","0","16.9","4.2","0","16.9","0","0"
"11","16","2","0","0","16.7","6.3","0","16.7","0","0"
"11","16","3","0","0","16.4","8.4","0","16.4","0","0"
"11","16","4","0","0","16.1","9.4","0","16.1","0","0"
"11","16","5","0","0","15.8","9.4","0","15.8","0","0"
"11","16","6","0","3","15.4","8.4","2.91","14.481","15.585","0"
"11","16","7","3","58","15.2","8.4","60.654","15.109","323.167","286.42"
"11","16","8","23","124","15","9.4","137.744","15.991","729.685","684.3"
"11","16","9","53","175","14.8","9.4","220.508","16.953","1164.755","1108.993"
"11","16","10","79","208","15.1","9.4","280.213","18.115","1474.041","1410.187"
"11","16","11","91","221","15.6","10.5","306.556","18.768","1608.475","1540.919"
"11","16","12","83","212","16.4","10.5","288.54","19.368","1509.402","1444.585"
"11","16","13","60","184","16.5","9.4","236.219","18.991","1236.583","1178.994"
"11","16","14","30","137","16.4","7.3","162.192","18.142","851.081","802.919"
"11","16","15","6","74","16","5.2","78.291","16.454","414.234","375.641"
"11","16","16","0","9","15.5","4.2","8.519","14.344","45.658","14.22"
"11","16","17","0","0","14.8","2.1","0","14.8","0","0"
"11","16","18","0","0","14","1","0","14","0","0"
"11","16","19","0","0","13.6","1","0","13.6","0","0"
"11","16","20","0","0","13.2","1","0","13.2","0","0"
"11","16","21","0","0","13","2.1","0","13","0","0"
"11","16","22","0","0","12.6","2.1","0","12.6","0","0"
"11","16","23","0","0","12.1","3.1","0","12.1","0","0"
"11","17","0","0","0","11.6","3.1","0","11.6","0","0"
"11","17","1","0","0","11.3","2.1","0","11.3","0","0"
"11","17","2","0","0","11.1","1","0","11.1","0","0"
"11","17","3","0","0","11","0","0","11","0","0"
"11","17","4","0","0","11","0","0","11","0","0"
"11","17","5","0","0","11","0","0","11","0","0"
"11","17","6","0","3","11.2","0","2.91","7.294","16.087","0"
"11","17","7","11","56","11.6","0","61.116","10.227","330.541","293.646"
"11","17","8","44","122","12.2","0","152.341","16.365","803.027","755.975"
"11","17","9","85","172","13","0","238.143","21.742","1228.821","1171.431"
"11","17","10","120","205","13.5","0","317.757","26.043","1610.192","1542.588"
"11","17","11","135","218","14","0","348.616","28.305","1748.738","1677.2"
"11","17","12","125","210","14.4","0","328.811","28.235","1649.337","1580.634"
"11","17","13","95","182","14.5","0","257.907","25.601","1307.735","1248.305"
"11","17","14","54","135","14.3","0","173.121","21.54","891.825","842.71"
"11","17","15","17","73","14","0","81.359","16.536","427.734","388.864"
"11","17","16","1","9","13.7","0","8.725","11.151","47.093","15.628"
"11","17","17","0","0","13.4","0","0","13.4","0","0"
"11","17","18","0","0","13","0","0","13","0","0"
"11","17","19","0","0","12.7","0","0","12.7","0","0"
"11","17","20","0","0","12.3","1","0","12.3","0","0"
"11","17","21","0","0","12","2.1","0","12","0","0"
"11","17","22","0","0","11.7","2.1","0","11.7","0","0"
"11","17","23","0","0","11.3","2.1","0","11.3","0","0"
"11","18","0","0","0","11","2.1","0","11","0","0"
"11","18","1","0","0","10.7","2.1","0","10.7","0","0"
"11","18","2","0","0","10.3","1","0","10.3","0","0"
"11","18","3","0","0","10","1","0","10","0","0"
"11","18","4","0","0","9.9","1","0","9.9","0","0"
"11","18","5","0","0","9.9","0","0","9.9","0","0"
"11","18","6","0","2","10","0","1.94","5.969","10.786","0"
"11","18","7","0","51","11.2","2.1","51.825","10.587","282.445","246.507"
"11","18","8","10","116","13","4.2","122.444","14.227","655.205","611.48"
"11","18","9","32","165","15.4","8.4","195.268","17.349","1030.447","978.013"
"11","18","10","51","196","16.4","9.4","245.284","18.943","1285.938","1227.075"
"11","18","11","60","209","16.9","9.4","268.185","19.792","1400.947","1339.059"
"11","18","12","55","201","17","9.4","254.418","19.725","1329.179","1269.189"
"11","18","13","37","174","17","9.4","209.061","19.107","1094.628","1040.617"
"11","18","14","15","129","16.8","10.5","138.612","17.843","729.538","684.157"
"11","18","15","0","68","16.4","10.5","69.389","16.532","368.27","330.616"
"11","18","16","0","8","16","8.4","7.57","15.21","40.418","9.075"
"11","18","17","0","0","15.4","6.3","0","15.4","0","0"
"11","18","18","0","0","14.8","2.1","0","14.8","0","0"
"11","18","19","0","0","14.7","3.1","0","14.7","0","0"
"11","18","20","0","0","14.7","5.2","0","14.7","0","0"
"11","18","21","0","0","15","9.4","0","15","0","0"
"11","18","22","0","0","14.7","10.5","0","14.7","0","0"
"11","18","23","0","0","14.1","10.5","0","14.1","0","0"
"11","19","0","0","0","13.4","9.4","0","13.4","0","0"
"11","19","1","0","0","13.1","8.4","0","13.1","0","0"
"11","19","2","0","0","13","6.3","0","13","0","0"
"11","19","3","0","0","13","3.1","0","13","0","0"
"11","19","4","0","0","12.7","2.1","0","12.7","0","0"
"11","19","5","0","0","12.4","2.1","0","12.4","0","0"
"11","19","6","0","2","12","3.1","1.94","10.293","10.585","0"
"11","19","7","14","53","13.1","5.2","62.04","12.949","330.694","293.796"
"11","19","8","51","117","14.9","9.4","150.254","16.058","791.891","745.095"
"11","19","9","96","167","17.4","13.6","239.522","19.302","1249.019","1191.11"
"11","19","10","133","200","18.4","15.7","321.443","20.942","1667.552","1598.334"
"11","19","11","149","213","18.9","15.7","353.526","21.782","1828.148","1754.302"
"11","19","12","139","205","19","15.7","333.499","21.704","1724.492","1653.652"
"11","19","13","106","177","18.7","14.7","268.567","20.876","1391.59","1329.951"
"11","19","14","62","131","18.1","13.6","173.018","19.363","899.227","849.938"
"11","19","15","21","70","17","11.5","83.427","17.311","436.183","397.138"
"11","19","16","1","8","16.6","10.5","7.778","15.932","41.057","9.702"
"11","19","17","0","0","16.3","9.4","0","16.3","0","0"
"11","19","18","0","0","16.2","8.4","0","16.2","0","0"
"11","19","19","0","0","15.8","7.3","0","15.8","0","0"
"11","19","20","0","0","15.4","7.3","0","15.4","0","0"
"11","19","21","0","0","15","7.3","0","15","0","0"
"11","19","22","0","0","14.9","7.3","0","14.9","0","0"
"11","19","23","0","0","14.9","7.3","0","14.9","0","0"
"11","20","0","0","0","15","8.4","0","15","0","0"
"11","20","1","0","0","15","7.3","0","15","0","0"
"11","20","2","0","0","15","5.2","0","15","0","0"
"11","20","3","0","0","15","3.1","0","15","0","0"
"11","20","4","0","0","15","2.1","0","15","0","0"
"11","20","5","0","0","15","2.1","0","15","0","0"
"11","20","6","0","1","15","3.1","0.97","13.331","5.222","0"
"11","20","7","0","42","15","3.1","41.628","14.302","223.161","188.382"
"11","20","8","2","105","15","4.2","106.385","15.885","565.983","524.2"
"11","20","9","18","150","15","4.2","161.769","17.218","854.688","806.443"
"11","20","10","34","180","15.4","5.2","214.232","18.458","1125.932","1071.143"
"11","20","11","41","191","16.1","5.2","232.596","19.601","1216.314","1159.243"
"11","20","12","36","184","17","6.3","220.445","19.929","1150.914","1095.5"
"11","20","13","22","159","16.9","6.3","174.008","19.016","911.923","862.334"
"11","20","14","6","118","16.3","5.2","121.656","17.611","641.805","598.375"
"11","20","15","0","58","15.4","4.2","57.983","15.405","309.304","272.833"
"11","20","16","0","6","14.3","4.2","5.675","13.02","30.595","0"
"11","20","17","0","0","13","3.1","0","13","0","0"
"11","20","18","0","0","11.4","3.1","0","11.4","0","0"
"11","20","19","0","0","11","3.1","0","11","0","0"
"11","20","20","0","0","11","3.1","0","11","0","0"
"11","20","21","0","0","11.4","3.1","0","11.4","0","0"
"11","20","22","0","0","11","3.1","0","11","0","0"
"11","20","23","0","0","10.4","2.1","0","10.4","0","0"
"11","21","0","0","0","9.6","2.1","0","9.6","0","0"
"11","21","1","0","0","9.3","2.1","0","9.3","0","0"
"11","21","2","0","0","9.2","3.1","0","9.2","0","0"
"11","21","3","0","0","9.2","4.2","0","9.2","0","0"
"11","21","4","0","0","9","4.2","0","9","0","0"
"11","21","5","0","0","8.7","3.1","0","8.7","0","0"
"11","21","6","0","1","8.4","2.1","0.97","6.333","5.385","0"
"11","21","7","0","39","8.7","4.2","38.338","7.939","211.376","176.825"
"11","21","8","0","100","9.2","6.3","99.97","9.736","546.875","505.502"
"11","21","9","14","143","10","10.5","151.617","11.079","823.534","776.011"
"11","21","10","28","172","10.2","10.5","200.672","11.922","1086.213","1032.411"
"11","21","11","35","183","10.2","8.4","218.809","12.504","1181.512","1125.326"
"11","21","12","31","176","10","5.2","207.557","12.962","1118.362","1063.761"
"11","21","13","18","152","10.7","3.1","163.734","13.463","880.002","831.164"
"11","21","14","3","112","11.8","2.1","113.478","13.468","610.24","567.5"
"11","21","15","0","54","13.2","0","53.513","13.518","287.883","251.838"
"11","21","16","0","5","12.7","0","4.727","9.506","25.887","0"
"11","21","17","0","0","11.3","0","0","11.3","0","0"
"11","21","18","0","0","9.2","0","0","9.2","0","0"
"11","21","19","0","0","8.6","0","0","8.6","0","0"
"11","21","20","0","0","8.4","0","0","8.4","0","0"
"11","21","21","0","0","8.6","0","0","8.6","0","0"
"11","21","22","0","0","8.6","1","0","8.6","0","0"
"11","21","23","0","0","8.8","2.1","0","8.8","0","0"
"11","22","0","0","0","9","3.1","0","9","0","0"
"11","22","1","0","0","9.1","3.1","0","9.1","0","0"
"11","22","2","0","0","9.2","2.1","0","9.2","0","0"
"11","22","3","0","0","9.2","0","0","9.2","0","0"
"11","22","4","0","0","9.2","0","0","9.2","0","0"
"11","22","5","0","0","9.1","0","0","9.1","0","0"
"11","22","6","0","1","9","0","0.97","4.818","5.42","0"
"11","22","7","1","50","10.2","1","52.299","9.343","286.301","250.287"
"11","22","8","19","115","12","3.1","126.774","13.464","679.326","635.068"
"11","22","9","46","166","14.4","6.3","206.329","16.925","1089.913","1036.019"
"11","22","10","70","199","15.1","7.3","263.433","18.386","1383.889","1322.455"
"11","22","11","82","212","15.3","8.4","289.277","18.719","1517.962","1452.911"
"11","22","12","75","205","15","9.4","274.778","17.991","1446.33","1383.225"
"11","22","13","53","177","14.9","8.4","224.159","17.388","1182.033","1125.833"
"11","22","14","26","130","14.7","7.3","152.981","16.266","809.734","762.528"
"11","22","15","4","69","14.4","4.2","72.987","14.781","389.454","351.369"
"11","22","16","0","7","14.3","5.2","6.623","13.21","35.676","4.419"
"11","22","17","0","0","14.3","6.3","0","14.3","0","0"
"11","22","18","0","0","14.4","9.4","0","14.4","0","0"
"11","22","19","0","0","14","9.4","0","14","0","0"
"11","22","20","0","0","13.4","9.4","0","13.4","0","0"
"11","22","21","0","0","12.6","8.4","0","12.6","0","0"
"11","22","22","0","0","12.5","8.4","0","12.5","0","0"
"11","22","23","0","0","12.6","9.4","0","12.6","0","0"
"11","23","0","0","0","13","10.5","0","13","0","0"
"11","23","1","0","0","13","9.4","0","13","0","0"
"11","23","2","0","0","12.9","8.4","0","12.9","0","0"
"11","23","3","0","0","12.8","6.3","0","12.8","0","0"
"11","23","4","0","0","12.2","4.2","0","12.2","0","0"
"11","23","5","0","0","11.4","2.1","0","11.4","0","0"
"11","23","6","0","1","10.4","0","0.97","6.338","5.384","0"
"11","23","7","17","46","11.1","0","55.203","9.39","297.493","261.257"
"11","23","8","61","108","12.6","0","144.983","16.356","760.991","714.899"
"11","23","9","113","156","14.8","2.1","245.825","20.017","1276.245","1217.634"
"11","23","10","155","188","15.6","3.1","323.027","22.3","1664.118","1594.997"
"11","23","11","174","201","16.2","4.2","358.214","23.106","1840.102","1765.905"
"11","23","12","163","193","16.4","6.3","337.11","21.477","1743.968","1672.568"
"11","23","13","127","167","16.3","6.3","270.955","20.216","1406.805","1344.76"
"11","23","14","76","123","15.8","6.3","171.501","17.921","895.264","846.068"
"11","23","15","28","65","15","5.2","80.485","15.497","422.311","383.552"
"11","23","16","2","7","14.6","5.2","7.041","13.534","37.2","5.915"
"11","23","17","0","0","14.3","4.2","0","14.3","0","0"
"11","23","18","0","0","14","4.2","0","14","0","0"
"11","23","19","0","0","13.4","3.1","0","13.4","0","0"
"11","23","20","0","0","12.8","3.1","0","12.8","0","0"
"11","23","21","0","0","12","2.1","0","12","0","0"
"11","23","22","0","0","11.8","3.1","0","11.8","0","0"
"11","23","23","0","0","11.8","4.2","0","11.8","0","0"
"11","24","0","0","0","12","6.3","0","12","0","0"
"11","24","1","0","0","12","6.3","0","12","0","0"
"11","24","2","0","0","12","6.3","0","12","0","0"
"11","24","3","0","0","12","6.3","0","12","0","0"
"11","24","4","0","0","12.2","7.3","0","12.2","0","0"
"11","24","5","0","0","12.6","8.4","0","12.6","0","0"
"11","24","6","0","1","13","10.5","0.97","12.171","5.249","0"
"11","24","7","6","47","13.1","10.5","50.753","12.887","272.07","236.336"
"11","24","8","31","113","13.1","10.5","136.644","13.986","728.838","683.472"
"11","24","9","66","165","13","9.4","218.256","15.105","1161.05","1105.381"
"11","24","10","96","198","13.4","8.4","281.531","16.65","1489.76","1425.479"
"11","24","11","110","212","14.1","7.3","321.674","18.366","1690.07","1620.213"
"11","24","12","102","204","15","6.3","294.068","19.278","1538.011","1472.41"
"11","24","13","76","176","14.8","5.2","238.701","18.528","1250.985","1193.026"
"11","24","14","41","130","14.1","4.2","161.471","16.571","851.788","803.61"
"11","24","15","11","68","13","3.1","74.704","13.5","399.192","360.907"
"11","24","16","0","7","12.4","4.2","6.623","11.147","36.005","4.742"
"11","24","17","0","0","11.8","5.2","0","11.8","0","0"
"11","24","18","0","0","11.2","7.3","0","11.2","0","0"
"11","24","19","0","0","10.4","6.3","0","10.4","0","0"
"11","24","20","0","0","9.4","5.2","0","9.4","0","0"
"11","24","21","0","0","8.4","2.1","0","8.4","0","0"
"11","24","22","0","0","7.8","1","0","7.8","0","0"
"11","24","23","0","0","7.3","0","0","7.3","0","0"
"11","25","0","0","0","7","0","0","7","0","0"
"11","25","1","0","0","6.8","0","0","6.8","0","0"
"11","25","2","0","0","6.6","0","0","6.6","0","0"
"11","25","3","0","0","6.6","0","0","6.6","0","0"
"11","25","4","0","0","6.5","0","0","6.5","0","0"
"11","25","5","0","0","6.4","0","0","6.4","0","0"
"11","25","6","0","1","6.4","0","0.97","2.189","5.481","0"
"11","25","7","6","46","7","0","49.842","4.861","276.682","240.858"
"11","25","8","31","112","7.9","0","135.683","11.074","733.036","687.577"
"11","25","9","67","163","9.2","0","216.611","16.932","1142.66","1087.453"
"11","25","10","98","197","10.3","0","281.84","21.375","1459.381","1395.924"
"11","25","11","112","210","11.4","0","320.822","24.478","1638.514","1570.116"
"11","25","12","104","203","12.6","0","294.429","25.011","1499.374","1434.831"
"11","25","13","78","175","12.7","0","238.964","22.829","1227.646","1170.286"
"11","25","14","42","129","12.3","0","160.975","18.883","840.134","792.226"
"11","25","15","12","67","11.4","0","74.021","13.429","395.387","357.181"
"11","25","16","0","7","10.8","0","6.623","7.918","36.519","5.247"
"11","25","17","0","0","10","0","0","10","0","0"
"11","25","18","0","0","9.2","0","0","9.2","0","0"
"11","25","19","0","0","8.5","0","0","8.5","0","0"
"11","25","20","0","0","7.8","0","0","7.8","0","0"
"11","25","21","0","0","7.2","0","0","7.2","0","0"
"11","25","22","0","0","6.7","0","0","6.7","0","0"
"11","25","23","0","0","6.3","0","0","6.3","0","0"
"11","26","0","0","0","6","0","0","6","0","0"
"11","26","1","0","0","5.9","0","0","5.9","0","0"
"11","26","2","0","0","5.9","0","0","5.9","0","0"
"11","26","3","0","0","6","0","0","6","0","0"
"11","26","4","0","0","6","0","0","6","0","0"
"11","26","5","0","0","6","0","0","6","0","0"
"11","26","6","0","0","6","0","0","6","0","0"
"11","26","7","11","44","6.6","0","49.107","4.473","271.505","235.782"
"11","26","8","45","108","7.6","0","137.746","10.856","742.708","697.03"
"11","26","9","89","158","8.8","0","224.608","16.882","1183.589","1127.35"
"11","26","10","126","191","9.6","1","304.998","18.348","1600.539","1533.205"
"11","26","11","143","205","10.4","2.1","338.65","18.643","1776.119","1703.79"
"11","26","12","134","198","11.2","4.2","321.109","17.296","1693.789","1623.826"
"11","26","13","102","171","11.4","4.2","259.144","16.124","1371.751","1310.639"
"11","26","14","59","125","11.4","3.1","165.3","14.342","878.589","829.785"
"11","26","15","20","65","11","2.1","78.33","11.697","419.807","381.1"
"11","26","16","1","7","10.7","1","6.834","8.754","37.199","5.915"
"11","26","17","0","0","10.3","1","0","10.3","0","0"
"11","26","18","0","0","9.8","0","0","9.8","0","0"
"11","26","19","0","0","9.5","0","0","9.5","0","0"
"11","26","20","0","0","9.3","1","0","9.3","0","0"
"11","26","21","0","0","9.2","2.1","0","9.2","0","0"
"11","26","22","0","0","9.3","2.1","0","9.3","0","0"
"11","26","23","0","0","9.6","3.1","0","9.6","0","0"
"11","27","0","0","0","10","3.1","0","10","0","0"
"11","27","1","0","0","10.1","3.1","0","10.1","0","0"
"11","27","2","0","0","10.1","4.2","0","10.1","0","0"
"11","27","3","0","0","10","4.2","0","10","0","0"
"11","27","4","0","0","10","4.2","0","10","0","0"
"11","27","5","0","0","10","3.1","0","10","0","0"
"11","27","6","0","0","10","2.1","0","10","0","0"
"11","27","7","0","18","10","2.1","17.05","8.392","93.82","61.494"
"11","27","8","0","53","10","3.1","50.31","9.472","275.533","239.731"
"11","27","9","1","84","10","4.2","81.14","10.289","442.711","403.531"
"11","27","10","8","101","9.8","5.2","102.917","10.527","560.714","519.044"
"11","27","11","12","109","9.6","5.2","114.177","10.576","621.93","578.935"
"11","27","12","10","105","9.2","6.3","108.504","9.977","592.571","550.214"
"11","27","13","4","91","9.3","6.3","90.031","9.753","492.217","452.002"
"11","27","14","0","64","9.6","5.2","60.914","9.529","333.528","296.573"
"11","27","15","0","29","10","3.1","27.492","9.03","150.86","117.465"
"11","27","16","0","3","10.1","3.1","2.91","8.436","16.007","0"
"11","27","17","0","0","10.1","3.1","0","10.1","0","0"
"11","27","18","0","0","10","4.2","0","10","0","0"
"11","27","19","0","0","10","5.2","0","10","0","0"
"11","27","20","0","0","10","5.2","0","10","0","0"
"11","27","21","0","0","10","6.3","0","10","0","0"
"11","27","22","0","0","10.1","6.3","0","10.1","0","0"
"11","27","23","0","0","10.3","7.3","0","10.3","0","0"
"11","28","0","0","0","10.6","7.3","0","10.6","0","0"
"11","28","1","0","0","10.6","7.3","0","10.6","0","0"
"11","28","2","0","0","10.4","7.3","0","10.4","0","0"
"11","28","3","0","0","10.2","7.3","0","10.2","0","0"
"11","28","4","0","0","10.2","5.2","0","10.2","0","0"
"11","28","5","0","0","10.2","3.1","0","10.2","0","0"
"11","28","6","0","0","10.2","0","0","10.2","0","0"
"11","28","7","39","28","10.4","0","43.203","8.159","226.213","191.375"
"11","28","8","123","72","10.6","0","144.317","14.144","754.608","708.661"
"11","28","9","212","106","11","2.1","256.848","16.5","1347.16","1286.698"
"11","28","10","281","129","11.5","3.1","353.933","18.969","1846.449","1772.066"
"11","28","11","311","138","12.2","3.1","410.968","21.268","2125.41","2042.576"
"11","28","12","296","134","13","4.2","388.469","20.706","2012.639","1933.28"
"11","28","13","238","115","13","4.2","292.34","18.592","1522.663","1457.483"
"11","28","14","153","85","12.7","4.2","181.451","15.697","947.427","896.995"
"11","28","15","65","44","12","4.2","72.323","12.393","374.767","336.981"
"11","28","16","5","4","11.3","3.1","4.936","9.828","25.283","0"
"11","28","17","0","0","10.4","2.1","0","10.4","0","0"
"11","28","18","0","0","9.4","0","0","9.4","0","0"
"11","28","19","0","0","9","0","0","9","0","0"
"11","28","20","0","0","8.9","0","0","8.9","0","0"
"11","28","21","0","0","9","0","0","9","0","0"
"11","28","22","0","0","8.8","0","0","8.8","0","0"
"11","28","23","0","0","8.5","0","0","8.5","0","0"
"11","29","0","0","0","8.2","0","0","8.2","0","0"
"11","29","1","0","0","8.1","0","0","8.1","0","0"
"11","29","2","0","0","8.1","0","0","8.1","0","0"
"11","29","3","0","0","8.2","0","0","8.2","0","0"
"11","29","4","0","0","8.3","0","0","8.3","0","0"
"11","29","5","0","0","8.5","0","0","8.5","0","0"
"11","29","6","0","0","8.8","0","0","8.8","0","0"
"11","29","7","10","40","9.4","0","44.646","7.176","243.925","208.742"
"11","29","8","44","104","10.1","0","132.933","13.115","709.3","664.373"
"11","29","9","88","155","11","0","220.523","18.854","1151.353","1095.927"
"11","29","10","126","188","11.5","0","301.198","23.318","1544.476","1478.697"
"11","29","11","143","201","11.8","0","333.626","25.498","1694.758","1624.767"
"11","29","12","134","195","12","0","317.457","25.378","1612.907","1545.227"
