"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","29","13","103","168","12.2","0","256.41","23.198","1313.691","1254.106"
"11","29","14","59","123","12.4","0","163.302","19.251","848.726","800.618"
"11","29","15","20","64","12.6","0","77.631","14.821","410.247","371.736"
"11","29","16","1","6","12.1","0","6.031","9.296","32.713","1.51"
"11","29","17","0","0","11.2","0","0","11.2","0","0"
"11","29","18","0","0","10","0","0","10","0","0"
"11","29","19","0","0","9.8","0","0","9.8","0","0"
"11","29","20","0","0","10","0","0","10","0","0"
"11","29","21","0","0","10.6","0","0","10.6","0","0"
"11","29","22","0","0","10.4","0","0","10.4","0","0"
"11","29","23","0","0","10","0","0","10","0","0"
"11","30","0","0","0","9.4","0","0","9.4","0","0"
"11","30","1","0","0","9.4","0","0","9.4","0","0"
"11","30","2","0","0","9.6","0","0","9.6","0","0"
"11","30","3","0","0","10","0","0","10","0","0"
"11","30","4","0","0","10.2","0","0","10.2","0","0"
"11","30","5","0","0","10.3","0","0","10.3","0","0"
"11","30","6","0","0","10.4","0","0","10.4","0","0"
"11","30","7","8","40","10.8","0","44.44","8.632","241.844","206.702"
"11","30","8","38","104","11.4","0","130.312","14.319","692.351","647.803"
"11","30","9","79","155","12.2","0","214.982","19.799","1118.007","1063.415"
"11","30","10","113","189","12.8","0","292.98","24.235","1496.219","1431.762"
"11","30","11","130","203","13.4","0","326.067","26.709","1647.129","1578.488"
"11","30","12","122","196","14","0","309.761","26.978","1562.197","1495.928"
"11","30","13","92","170","14.2","0","242.786","24.579","1236.17","1178.592"
"11","30","14","52","124","14.2","0","160.98","20.809","831.43","783.724"
"11","30","15","16","64","14","0","72.546","15.99","382.026","344.092"
"11","30","16","1","6","13.6","0","6.032","10.788","32.503","1.304"
"11","30","17","0","0","12.9","0","0","12.9","0","0"
"11","30","18","0","0","12","0","0","12","0","0"
"11","30","19","0","0","11.8","0","0","11.8","0","0"
"11","30","20","0","0","11.9","0","0","11.9","0","0"
"11","30","21","0","0","12.2","0","0","12.2","0","0"
"11","30","22","0","0","12.3","0","0","12.3","0","0"
"11","30","23","0","0","12.3","0","0","12.3","0","0"
"12","1","0","0","0","11.8","0","0","11.8","0","0"
"12","1","1","0","0","11.8","0.6","0","11.8","0","0"
"12","1","2","0","0","11.9","1.3","0","11.9","0","0"
"12","1","3","0","0","12","1.9","0","12","0","0"
"12","1","4","0","0","12","1.9","0","12","0","0"
"12","1","5","0","0","11.9","1.9","0","11.9","0","0"
"12","1","6","0","0","11.8","1.3","0","11.8","0","0"
"12","1","7","0","28","12.9","1.9","27.207","11.587","147.625","114.292"
"12","1","8","0","85","14.6","2.5","84.916","15.037","453.723","414.314"
"12","1","9","10","129","16.8","3.8","134.916","18.49","708.916","663.998"
"12","1","10","23","158","17.3","3.8","174.151","19.989","908.871","859.354"
"12","1","11","30","169","17.1","3.8","199.789","20.448","1040.663","987.98"
"12","1","12","27","164","16.4","3.8","191.776","19.618","1002.655","950.896"
"12","1","13","16","142","15.7","3.2","152.342","18.162","801.58","754.562"
"12","1","14","2","104","14.7","2.5","105.124","16.046","558.903","517.273"
"12","1","15","0","48","13.4","1.9","47.541","13.07","256.264","220.84"
"12","1","16","0","4","13.4","2.5","3.879","11.762","21.033","0"
"12","1","17","0","0","14","4.5","0","14","0","0"
"12","1","18","0","0","15","7","0","15","0","0"
"12","1","19","0","0","15.2","7.6","0","15.2","0","0"
"12","1","20","0","0","15.2","7","0","15.2","0","0"
"12","1","21","0","0","15","6.4","0","15","0","0"
"12","1","22","0","0","14.7","5.7","0","14.7","0","0"
"12","1","23","0","0","14.3","4.5","0","14.3","0","0"
"12","2","0","0","0","13.8","2.5","0","13.8","0","0"
"12","2","1","0","0","13.2","1.3","0","13.2","0","0"
"12","2","2","0","0","12.4","0.6","0","12.4","0","0"
"12","2","3","0","0","11.6","0","0","11.6","0","0"
"12","2","4","0","0","11.3","0","0","11.3","0","0"
"12","2","5","0","0","11.1","0","0","11.1","0","0"
"12","2","6","0","0","11.2","0","0","11.2","0","0"
"12","2","7","0","28","11.6","0.6","27.376","9.65","149.813","116.438"
"12","2","8","0","87","12.3","1.3","87.368","12.82","471.47","431.69"
"12","2","9","12","132","13.3","1.9","139.597","15.502","743.362","697.67"
"12","2","10","26","161","13.6","2.5","187.758","17.027","993.142","941.614"
"12","2","11","33","173","13.6","2.5","206.775","17.661","1090.785","1036.87"
"12","2","12","29","167","13.4","2.5","196.821","17.261","1040.09","987.421"
"12","2","13","17","145","13.7","2.5","156.393","16.493","829.107","781.454"
"12","2","14","3","106","14.2","2.5","107.994","15.626","575.128","533.148"
"12","2","15","0","50","14.8","2.5","49.944","14.579","267.407","231.765"
"12","2","16","0","4","14.6","2.5","3.879","12.996","20.918","0"
"12","2","17","0","0","14.2","2.5","0","14.2","0","0"
"12","2","18","0","0","13.4","2.5","0","13.4","0","0"
"12","2","19","0","0","13.1","2.5","0","13.1","0","0"
"12","2","20","0","0","12.9","2.5","0","12.9","0","0"
"12","2","21","0","0","12.8","2.5","0","12.8","0","0"
"12","2","22","0","0","12.6","2.5","0","12.6","0","0"
"12","2","23","0","0","12.3","2.5","0","12.3","0","0"
"12","3","0","0","0","12","2.5","0","12","0","0"
"12","3","1","0","0","11.8","2.5","0","11.8","0","0"
"12","3","2","0","0","11.6","2.5","0","11.6","0","0"
"12","3","3","0","0","11.4","2.5","0","11.4","0","0"
"12","3","4","0","0","11.4","2.5","0","11.4","0","0"
"12","3","5","0","0","11.4","2.5","0","11.4","0","0"
"12","3","6","0","0","11.6","2.5","0","11.6","0","0"
"12","3","7","0","28","12.3","2.5","27.559","11.111","149.851","116.475"
"12","3","8","0","89","13.3","3.2","89.856","13.813","482.759","442.743"
"12","3","9","13","134","14.6","3.2","142.566","16.556","755.496","709.529"
"12","3","10","28","164","14.6","3.8","192.797","17.697","1016.625","964.528"
"12","3","11","35","176","14","5.1","211.862","17.081","1120.512","1065.858"
"12","3","12","32","171","13","6.4","203.787","15.545","1085.2","1031.423"
"12","3","13","19","148","12.9","6.4","161.121","14.708","860.966","812.574"
"12","3","14","4","108","13","5.7","110.876","13.978","594.736","552.333"
"12","3","15","0","51","13.4","5.1","51.191","13.216","275.762","239.955"
"12","3","16","0","4","13.1","4.5","3.879","11.801","21.03","0"
"12","3","17","0","0","12.6","4.5","0","12.6","0","0"
"12","3","18","0","0","11.8","3.8","0","11.8","0","0"
"12","3","19","0","0","11.6","3.8","0","11.6","0","0"
"12","3","20","0","0","11.6","3.8","0","11.6","0","0"
"12","3","21","0","0","11.8","4.5","0","11.8","0","0"
"12","3","22","0","0","11.5","4.5","0","11.5","0","0"
"12","3","23","0","0","11","4.5","0","11","0","0"
"12","4","0","0","0","10.4","3.8","0","10.4","0","0"
"12","4","1","0","0","10.1","3.2","0","10.1","0","0"
"12","4","2","0","0","9.9","3.2","0","9.9","0","0"
"12","4","3","0","0","9.8","2.5","0","9.8","0","0"
"12","4","4","0","0","9.4","1.9","0","9.4","0","0"
"12","4","5","0","0","8.8","1.3","0","8.8","0","0"
"12","4","6","0","0","8.2","0","0","8.2","0","0"
"12","4","7","14","33","9.3","0","40.412","6.865","219.467","184.76"
"12","4","8","57","94","11.2","0","127.38","13.898","674.431","630.281"
"12","4","9","111","142","14","0","227.153","22.042","1166.577","1110.769"
"12","4","10","156","174","15.4","0","305.373","27.351","1534.831","1469.317"
"12","4","11","177","187","16.5","0.6","342.095","27.952","1716.432","1645.822"
"12","4","12","168","181","17.4","1.3","325.594","26.623","1643.203","1574.673"
"12","4","13","131","157","17.2","1.3","261.896","24.47","1332.081","1272.014"
"12","4","14","79","115","16.3","0.6","164.626","21.397","844.695","796.681"
"12","4","15","29","59","14.8","0","74.843","16.948","389.353","351.27"
"12","4","16","2","5","14","0.6","5.279","11.852","27.938","0"
"12","4","17","0","0","13.3","1.3","0","13.3","0","0"
"12","4","18","0","0","12.6","2.5","0","12.6","0","0"
"12","4","19","0","0","12.4","3.2","0","12.4","0","0"
"12","4","20","0","0","12.4","4.5","0","12.4","0","0"
"12","4","21","0","0","12.6","5.1","0","12.6","0","0"
"12","4","22","0","0","11.6","5.1","0","11.6","0","0"
"12","4","23","0","0","10","5.1","0","10","0","0"
"12","5","0","0","0","8","5.1","0","8","0","0"
"12","5","1","0","0","7.9","5.7","0","7.9","0","0"
"12","5","2","0","0","8.5","6.4","0","8.5","0","0"
"12","5","3","0","0","9.8","7.6","0","9.8","0","0"
"12","5","4","0","0","9.5","8.3","0","9.5","0","0"
"12","5","5","0","0","8.7","8.3","0","8.7","0","0"
"12","5","6","0","0","7.4","8.3","0","7.4","0","0"
"12","5","7","11","33","7.6","8.9","39.866","7.171","217.086","182.425"
"12","5","8","50","95","8.4","8.9","125.555","9.187","679.746","635.478"
"12","5","9","100","144","9.6","9.5","222.815","11.714","1199.731","1143.083"
"12","5","10","142","177","10.2","9.5","298.907","13.398","1602.354","1534.969"
"12","5","11","162","191","10.8","8.9","335.48","14.713","1789.764","1717.039"
"12","5","12","153","185","11.4","8.3","319.326","15.305","1698.351","1628.258"
"12","5","13","119","160","11.3","8.3","257.669","14.297","1373.687","1312.523"
"12","5","14","71","117","10.8","8.3","162.969","12.369","872.009","823.359"
"12","5","15","25","60","10","8.9","74.885","10.194","402.506","364.153"
"12","5","16","1","5","9.4","7.6","5.065","8.466","27.52","0"
"12","5","17","0","0","8.7","5.7","0","8.7","0","0"
"12","5","18","0","0","8","3.2","0","8","0","0"
"12","5","19","0","0","7.9","3.2","0","7.9","0","0"
"12","5","20","0","0","8.1","3.8","0","8.1","0","0"
"12","5","21","0","0","8.6","5.7","0","8.6","0","0"
"12","5","22","0","0","8","5.1","0","8","0","0"
"12","5","23","0","0","7.1","4.5","0","7.1","0","0"
"12","6","0","0","0","5.8","2.5","0","5.8","0","0"
"12","6","1","0","0","5.2","1.9","0","5.2","0","0"
"12","6","2","0","0","4.8","0.6","0","4.8","0","0"
"12","6","3","0","0","4.6","0","0","4.6","0","0"
"12","6","4","0","0","4.5","0","0","4.5","0","0"
"12","6","5","0","0","4.5","0","0","4.5","0","0"
"12","6","6","0","0","4.6","0","0","4.6","0","0"
"12","6","7","32","22","6.5","0","34.24","3.783","181.998","148.011"
"12","6","8","116","64","9.4","0","130.024","12.076","683.769","639.412"
"12","6","9","206","98","13.2","0","240.577","21.796","1229.352","1171.949"
"12","6","10","277","120","15","0.6","336.525","25.9","1698.243","1628.153"
"12","6","11","311","129","16.3","1.3","396.604","27.59","1989.847","1911.181"
"12","6","12","297","126","17","2.5","377.248","25.987","1905.764","1829.625"
"12","6","13","240","109","17.1","2.5","285.557","23.735","1451.343","1388.103"
"12","6","14","156","80","16.5","2.5","177.207","20.119","905.717","856.275"
"12","6","15","66","41","15.4","1.9","69.536","15.997","353.7","316.34"
"12","6","16","5","4","14.6","1.9","4.962","12.956","25.083","0"
"12","6","17","0","0","13.6","2.5","0","13.6","0","0"
"12","6","18","0","0","12.4","3.2","0","12.4","0","0"
"12","6","19","0","0","12.2","3.8","0","12.2","0","0"
"12","6","20","0","0","12.4","4.5","0","12.4","0","0"
"12","6","21","0","0","13","5.7","0","13","0","0"
"12","6","22","0","0","13.3","5.7","0","13.3","0","0"
"12","6","23","0","0","13.6","5.7","0","13.6","0","0"
"12","7","0","0","0","14","5.7","0","14","0","0"
"12","7","1","0","0","14.1","5.7","0","14.1","0","0"
"12","7","2","0","0","14.1","6.4","0","14.1","0","0"
"12","7","3","0","0","14","7","0","14","0","0"
"12","7","4","0","0","14","7.6","0","14","0","0"
"12","7","5","0","0","14.1","7.6","0","14.1","0","0"
"12","7","6","0","0","14.2","8.3","0","14.2","0","0"
"12","7","7","19","27","14.9","7.6","33.794","14.387","175.303","141.444"
"12","7","8","76","83","16","6.4","128.56","17.083","667.544","623.546"
"12","7","9","142","126","17.4","5.1","226.44","20.703","1167.157","1111.334"
"12","7","10","196","155","17.4","6.4","320.585","21.998","1650.532","1581.795"
"12","7","11","222","168","17","8.9","363.566","21.383","1879.926","1804.555"
"12","7","12","212","163","16","12.1","346.701","19.374","1808.375","1735.108"
"12","7","13","169","141","15.9","12.1","267.767","18.369","1398.57","1336.745"
"12","7","14","106","104","16","10.8","172.529","17.464","898.377","849.108"
"12","7","15","42","53","16.2","8.3","71.773","16.426","370.801","333.095"
"12","7","16","3","5","15.8","7.6","5.501","14.928","28.41","0"
"12","7","17","0","0","15.2","7.6","0","15.2","0","0"
"12","7","18","0","0","14.4","8.3","0","14.4","0","0"
"12","7","19","0","0","14.1","8.3","0","14.1","0","0"
"12","7","20","0","0","14","7.6","0","14","0","0"
"12","7","21","0","0","14","7.6","0","14","0","0"
"12","7","22","0","0","13.8","7","0","13.8","0","0"
"12","7","23","0","0","13.6","7","0","13.6","0","0"
"12","8","0","0","0","13.4","6.4","0","13.4","0","0"
"12","8","1","0","0","13.4","6.4","0","13.4","0","0"
"12","8","2","0","0","13.4","6.4","0","13.4","0","0"
"12","8","3","0","0","13.6","6.4","0","13.6","0","0"
"12","8","4","0","0","13.4","5.7","0","13.4","0","0"
"12","8","5","0","0","13.1","4.5","0","13.1","0","0"
"12","8","6","0","0","12.6","2.5","0","12.6","0","0"
"12","8","7","11","30","13","2.5","35.903","12.061","191.005","156.845"
"12","8","8","52","91","13.8","3.8","121.854","15.044","641.968","598.534"
"12","8","9","104","140","15","5.1","220.274","18.142","1151.588","1096.157"
"12","8","10","148","172","15.5","6.4","296.805","19.664","1546.082","1480.258"
"12","8","11","170","186","15.8","7","335.181","20.437","1741.83","1670.492"
"12","8","12","161","181","16","8.3","320.298","19.966","1667.408","1598.194"
"12","8","13","126","157","15.8","7.6","258.795","19.048","1349.873","1289.339"
"12","8","14","76","115","15.3","7","163.41","17.124","855.306","807.045"
"12","8","15","28","59","14.6","5.1","74.845","14.977","393.115","354.955"
"12","8","16","2","5","14","4.5","5.285","12.788","27.854","0"
"12","8","17","0","0","13.4","4.5","0","13.4","0","0"
"12","8","18","0","0","12.8","4.5","0","12.8","0","0"
"12","8","19","0","0","12.4","4.5","0","12.4","0","0"
"12","8","20","0","0","12.2","4.5","0","12.2","0","0"
"12","8","21","0","0","12","5.1","0","12","0","0"
"12","8","22","0","0","11.8","5.1","0","11.8","0","0"
"12","8","23","0","0","11.7","4.5","0","11.7","0","0"
"12","9","0","0","0","11.6","3.8","0","11.6","0","0"
"12","9","1","0","0","11.3","3.2","0","11.3","0","0"
"12","9","2","0","0","11","2.5","0","11","0","0"
"12","9","3","0","0","10.6","1.9","0","10.6","0","0"
"12","9","4","0","0","10.4","1.3","0","10.4","0","0"
"12","9","5","0","0","10.2","0.6","0","10.2","0","0"
"12","9","6","0","0","10","0","0","10","0","0"
"12","9","7","0","31","11","1.9","32.259","9.81","176.412","142.531"
"12","9","8","14","96","12.7","5.7","105.807","13.4","567.012","525.207"
"12","9","9","40","148","15","10.2","183.554","16.55","970.589","919.603"
"12","9","10","64","183","15","10.2","241.454","17.336","1273.785","1215.238"
"12","9","11","77","198","14.2","8.9","269.878","17.191","1425.419","1362.876"
"12","9","12","72","193","12.6","5.7","259.758","16.44","1376.395","1315.159"
"12","9","13","52","167","11.3","5.1","213.695","14.497","1141.201","1086.031"
"12","9","14","25","123","9.8","5.1","139.847","11.471","755.945","709.968"
"12","9","15","4","63","8","5.1","67.845","8.13","372.734","334.989"
"12","9","16","0","5","7.4","4.5","4.849","6.086","26.952","0"
"12","9","17","0","0","7.2","3.2","0","7.2","0","0"
"12","9","18","0","0","7.4","1.9","0","7.4","0","0"
"12","9","19","0","0","7.4","1.3","0","7.4","0","0"
"12","9","20","0","0","7.4","0.6","0","7.4","0","0"
"12","9","21","0","0","7.6","0","0","7.6","0","0"
"12","9","22","0","0","7.6","0","0","7.6","0","0"
"12","9","23","0","0","7.6","0.6","0","7.6","0","0"
"12","10","0","0","0","7.6","1.9","0","7.6","0","0"
"12","10","1","0","0","7.6","3.2","0","7.6","0","0"
"12","10","2","0","0","7.7","4.5","0","7.7","0","0"
"12","10","3","0","0","7.8","5.7","0","7.8","0","0"
"12","10","4","0","0","7.4","5.7","0","7.4","0","0"
"12","10","5","0","0","6.7","4.5","0","6.7","0","0"
"12","10","6","0","0","5.8","3.2","0","5.8","0","0"
"12","10","7","30","18","6.4","2.5","28.443","5.149","149.153","115.79"
"12","10","8","117","59","7.7","1.9","123.74","9.167","657.209","613.439"
"12","10","9","210","91","9.6","1.9","233.272","14.536","1230.412","1172.981"
"12","10","10","284","112","10.8","1.9","341.931","19.139","1779.847","1707.41"
"12","10","11","320","122","11.9","1.9","393.565","22.019","2026.129","1946.358"
"12","10","12","307","119","13","2.5","375.433","21.959","1931.948","1855.027"
"12","10","13","250","103","13.2","2.5","284.859","19.814","1473.504","1409.665"
"12","10","14","163","76","12.8","2.5","176.355","16.368","915.949","866.265"
"12","10","15","70","39","12","2.5","68.731","12.436","354.137","316.769"
"12","10","16","5","4","11.4","2.5","4.976","9.817","25.517","0"
"12","10","17","0","0","10.6","2.5","0","10.6","0","0"
"12","10","18","0","0","9.6","2.5","0","9.6","0","0"
"12","10","19","0","0","9.6","2.5","0","9.6","0","0"
"12","10","20","0","0","10.1","3.2","0","10.1","0","0"
"12","10","21","0","0","11","3.8","0","11","0","0"
"12","10","22","0","0","11.4","3.8","0","11.4","0","0"
"12","10","23","0","0","11.7","3.8","0","11.7","0","0"
"12","11","0","0","0","12","3.8","0","12","0","0"
"12","11","1","0","0","11.8","3.2","0","11.8","0","0"
"12","11","2","0","0","11.2","1.9","0","11.2","0","0"
"12","11","3","0","0","10.4","0","0","10.4","0","0"
"12","11","4","0","0","10.1","0","0","10.1","0","0"
"12","11","5","0","0","9.9","0.6","0","9.9","0","0"
"12","11","6","0","0","9.8","1.9","0","9.8","0","0"
"12","11","7","3","29","10.5","2.5","30.58","9.372","166.611","132.917"
"12","11","8","23","95","11.7","2.5","114.486","12.873","613.496","570.685"
"12","11","9","55","148","13.4","2.5","192.788","16.878","1016.665","964.567"
"12","11","10","85","183","14.3","3.2","256.259","19.219","1339.451","1279.191"
